CPF_CNPJ,NOME_PESSOA,Latitude,Longitude,ANO,CD_MUN,NM_MUN,SIGLA_UF,NFR,SETOR,SNAP,TIER,Technology,Abatement,Fuel,Region,NMVOC
00080867000102,PADARIA RECANTO COLONIAL LTDA,-29.585889,-51.093278,2020,,DOIS IRMAOS,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0
00080867000102,PADARIA RECANTO COLONIAL LTDA,-29.585889,-51.093278,2021,,DOIS IRMAOS,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0
00080867000102,PADARIA RECANTO COLONIAL LTDA,-29.585889,-51.093278,2022,,DOIS IRMAOS,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0
00080867000102,PADARIA RECANTO COLONIAL LTDA,-29.585889,-51.093278,2023,,DOIS IRMAOS,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0
00090226000120,DOLGENER ALIMENTOS LTDA,-29.458714,-51.969664,2017,,LAJEADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.05
00090226000120,DOLGENER ALIMENTOS LTDA,-29.458714,-51.969664,2018,,LAJEADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.05
00090226000120,DOLGENER ALIMENTOS LTDA,-29.458714,-51.969664,2019,,LAJEADO,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.04
00092042000108,CANTINA DAS NEVES LTDA.,-29.119433,-51.204933,2017,,CAXIAS DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.10560000000000001
00092042000108,CANTINA DAS NEVES LTDA.,-29.119433,-51.204933,2018,,CAXIAS DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.10560000000000001
00092042000108,CANTINA DAS NEVES LTDA.,-29.119433,-51.204933,2020,,CAXIAS DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0486824
00092042000108,CANTINA DAS NEVES LTDA.,-29.119433,-51.204933,2021,,CAXIAS DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.0869896
00092042000108,CANTINA DAS NEVES LTDA.,-29.119433,-51.204933,2022,,CAXIAS DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.1252968
00092042000108,CANTINA DAS NEVES LTDA.,-29.119433,-51.204933,2023,,CAXIAS DO SUL,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.10697040000000001
00112986000191,PANIFICADORA RAVELLY LTDA - ME,-3.729944,-38.550167,2017,,FORTALEZA,CE,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.011074
00112986000191,PANIFICADORA RAVELLY LTDA - ME,-3.729944,-38.550167,2018,,FORTALEZA,CE,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.009881000000000001
00112986000191,PANIFICADORA RAVELLY LTDA - ME,-3.729944,-38.550167,2019,,FORTALEZA,CE,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.005741000000000001
00112986000191,PANIFICADORA RAVELLY LTDA - ME,-3.729944,-38.550167,2020,,FORTALEZA,CE,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0016010000000000026
00125368000186,SOUZA E PORTELLA LTDA ME,-22.154917,-42.461306,2017,,BOM JARDIM,RJ,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0162
00125368000186,SOUZA E PORTELLA LTDA ME,-22.154917,-42.461306,2018,,BOM JARDIM,RJ,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0162
00125368000186,SOUZA E PORTELLA LTDA ME,-22.154917,-42.461306,2019,,BOM JARDIM,RJ,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0162
00125368000186,SOUZA E PORTELLA LTDA ME,-22.154917,-42.461306,2020,,BOM JARDIM,RJ,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0162
00162880000100,RECONCAVO INDUSTRIA E COMERCIO DE CARNE LTDA,-12.907222,-39.192778,2017,,DOM MACEDO COSTA,BA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.033
00162880000100,RECONCAVO INDUSTRIA E COMERCIO DE CARNE LTDA,-12.907222,-39.192778,2018,,DOM MACEDO COSTA,BA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.033
00162880000100,RECONCAVO INDUSTRIA E COMERCIO DE CARNE LTDA,-12.907222,-39.192778,2019,,DOM MACEDO COSTA,BA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0345
00162880000100,RECONCAVO INDUSTRIA E COMERCIO DE CARNE LTDA,-12.907222,-39.192778,2020,,DOM MACEDO COSTA,BA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.036
00162880000100,RECONCAVO INDUSTRIA E COMERCIO DE CARNE LTDA,-12.907222,-39.192778,2021,,DOM MACEDO COSTA,BA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.039
00162880000100,RECONCAVO INDUSTRIA E COMERCIO DE CARNE LTDA,-12.907222,-39.192778,2023,,DOM MACEDO COSTA,BA,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.05759999999999999
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2019,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Other spirits,,,,0.06467200000000001
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2020,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Other spirits,,,,0.06243200000000001
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2021,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Other spirits,,,,0.025216000000000002
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2022,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Other spirits,,,,0.0904
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2023,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Other spirits,,,,0.155584
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2017,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.11279800000000001
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2018,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.4459175
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2019,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.899773
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2020,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.8702225000000001
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2021,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.3829665
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2022,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.3959445000000001
00204820000103,NORTE DO PARANA BEBIDAS LTDA,-23.265806,-50.970167,2023,,JATAIZINHO,PR,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Beer (including de-alcoholized),,,,0.7505400000000001
00214777000159,PANIFICADORA E CONFEITARIA AJAMAR LTDA ME,-3.727,-38.598,2017,,FORTALEZA,CE,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0077469999999999995
00214777000159,PANIFICADORA E CONFEITARIA AJAMAR LTDA ME,-3.727,-38.598,2018,,FORTALEZA,CE,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.006030000000000001
00214777000159,PANIFICADORA E CONFEITARIA AJAMAR LTDA ME,-3.727,-38.598,2019,,FORTALEZA,CE,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.007203
00214777000159,PANIFICADORA E CONFEITARIA AJAMAR LTDA ME,-3.727,-38.598,2020,,FORTALEZA,CE,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.00822
00286330000195,CATABY INDUSTRIA E COMERCIO DE CARNES LTDA,-22.762,-47.389,2017,,SANTA BARBARA D'OESTE,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.258
00286330000195,CATABY INDUSTRIA E COMERCIO DE CARNES LTDA,-22.762,-47.389,2018,,SANTA BARBARA D'OESTE,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.258
00286330000195,CATABY INDUSTRIA E COMERCIO DE CARNES LTDA,-22.762,-47.389,2019,,SANTA BARBARA D'OESTE,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.276
00286330000195,CATABY INDUSTRIA E COMERCIO DE CARNES LTDA,-22.762,-47.389,2020,,SANTA BARBARA D'OESTE,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.15099
00286330000195,CATABY INDUSTRIA E COMERCIO DE CARNES LTDA,-22.762,-47.389,2021,,SANTA BARBARA D'OESTE,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.025979999999999996
00286330000195,CATABY INDUSTRIA E COMERCIO DE CARNES LTDA,-22.762,-47.389,2022,,SANTA BARBARA D'OESTE,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.027
00286330000195,CATABY INDUSTRIA E COMERCIO DE CARNES LTDA,-22.762,-47.389,2023,,SANTA BARBARA D'OESTE,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.027
00314794000591,LACTICINIOS LACTOVALE LTDA,-27.157,-50.037,2021,,TAIO,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.14670060000000001
00314794000591,LACTICINIOS LACTOVALE LTDA,-27.157,-50.037,2022,,TAIO,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.31175400000000003
00314794000591,LACTICINIOS LACTOVALE LTDA,-27.157,-50.037,2023,,TAIO,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.4768074
00348003005856,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,-29.163275,-51.53142,2017,,BENTO GONCALVES,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.011640000000000001
00348003005856,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,-29.163275,-51.53142,2018,,BENTO GONCALVES,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.007600000000000001
00348003005856,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,-29.163275,-51.53142,2019,,BENTO GONCALVES,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.00608
00348003005856,EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA,-29.163275,-51.53142,2020,,BENTO GONCALVES,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Wine
unspecified colour",,,,0.004560000000000001
00372496000124,CENTRAL ENERGETICA VALE DO SAPUCAI LTDA.,-20.752167,-47.433306,2017,,PATROCINIO PAULISTA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1697.5
00372496000124,CENTRAL ENERGETICA VALE DO SAPUCAI LTDA.,-20.752167,-47.433306,2018,,PATROCINIO PAULISTA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1092.77
00372496000124,CENTRAL ENERGETICA VALE DO SAPUCAI LTDA.,-20.752167,-47.433306,2019,,PATROCINIO PAULISTA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1103.1283999999998
00372496000124,CENTRAL ENERGETICA VALE DO SAPUCAI LTDA.,-20.752167,-47.433306,2020,,PATROCINIO PAULISTA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,2111.46348
00372496000124,CENTRAL ENERGETICA VALE DO SAPUCAI LTDA.,-20.752167,-47.433306,2021,,PATROCINIO PAULISTA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1635.9707999999998
00372496000124,CENTRAL ENERGETICA VALE DO SAPUCAI LTDA.,-20.752167,-47.433306,2022,,PATROCINIO PAULISTA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,1874.6864
00372496000124,CENTRAL ENERGETICA VALE DO SAPUCAI LTDA.,-20.752167,-47.433306,2023,,PATROCINIO PAULISTA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,2091.5251000000003
00448591000164,INDUSTRIA COMERCIO DE GENEROS ALIMENTICIOS LIMOEIRO LTDA,-27.049167,-48.876083,2017,,BRUSQUE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.12
00448591000164,INDUSTRIA COMERCIO DE GENEROS ALIMENTICIOS LIMOEIRO LTDA,-27.049167,-48.876083,2018,,BRUSQUE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.12
00448591000164,INDUSTRIA COMERCIO DE GENEROS ALIMENTICIOS LIMOEIRO LTDA,-27.049167,-48.876083,2019,,BRUSQUE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.125
00448591000164,INDUSTRIA COMERCIO DE GENEROS ALIMENTICIOS LIMOEIRO LTDA,-27.049167,-48.876083,2020,,BRUSQUE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.125
00448591000164,INDUSTRIA COMERCIO DE GENEROS ALIMENTICIOS LIMOEIRO LTDA,-27.049167,-48.876083,2021,,BRUSQUE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.11
00448591000164,INDUSTRIA COMERCIO DE GENEROS ALIMENTICIOS LIMOEIRO LTDA,-27.049167,-48.876083,2022,,BRUSQUE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.23
00448591000164,INDUSTRIA COMERCIO DE GENEROS ALIMENTICIOS LIMOEIRO LTDA,-27.049167,-48.876083,2023,,BRUSQUE,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.11
00483758000128,MATADOURO GAVAZZONI LTDA,-28.970389,-51.181944,2018,,FLORES DA CUNHA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0363
00483758000128,MATADOURO GAVAZZONI LTDA,-28.970389,-51.181944,2019,,FLORES DA CUNHA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.06689700000000001
00483758000128,MATADOURO GAVAZZONI LTDA,-28.970389,-51.181944,2020,,FLORES DA CUNHA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.13747510200000002
00483758000128,MATADOURO GAVAZZONI LTDA,-28.970389,-51.181944,2017,,FLORES DA CUNHA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.049109999999999994
00483758000128,MATADOURO GAVAZZONI LTDA,-28.970389,-51.181944,2018,,FLORES DA CUNHA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.06238185824999999
00483758000128,MATADOURO GAVAZZONI LTDA,-28.970389,-51.181944,2019,,FLORES DA CUNHA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.0756537165
00483758000128,MATADOURO GAVAZZONI LTDA,-28.970389,-51.181944,2020,,FLORES DA CUNHA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.08892557475
00483758000128,MATADOURO GAVAZZONI LTDA,-28.970389,-51.181944,2021,,FLORES DA CUNHA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.102197433
00483758000128,MATADOURO GAVAZZONI LTDA,-28.970389,-51.181944,2022,,FLORES DA CUNHA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.12821895
00483758000128,MATADOURO GAVAZZONI LTDA,-28.970389,-51.181944,2023,,FLORES DA CUNHA,RS,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Meat, fish and poultry",,,,0.144
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2017,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0216456
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2018,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0216456
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2019,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.019559999999999998
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2020,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.04483803
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2021,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.05493927999999999
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2022,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.06387204000000002
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2023,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.08455114
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2018,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.097085
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2019,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.09769
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2020,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.022289200000000002
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2021,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0235244
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2022,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.028617300000000002
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2023,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0337102
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2017,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,0.22611
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2018,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,0.1329
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2019,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,0.162
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2020,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,0.1392
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2021,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,0.10840000000000001
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2022,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,0.05651
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2023,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,Sugar,,,,0.096531
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2017,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.024744
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2018,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.018087
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2019,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.01143
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2020,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.00871548
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2021,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.011842990000000001
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2022,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.030854
00502654000113,VITALIN ALIMENTOS LTDA -EPP,-26.443,-49.134528,2023,,JARAGUA DO SUL,SC,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.0253502
00532253000106,JOAO LEME DA SILVA SOROCABA ME,-23.496389,-47.494694,2017,,SOROCABA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.2891498
00532253000106,JOAO LEME DA SILVA SOROCABA ME,-23.496389,-47.494694,2018,,SOROCABA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.2981083
00532253000106,JOAO LEME DA SILVA SOROCABA ME,-23.496389,-47.494694,2019,,SOROCABA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.28787507
00532253000106,JOAO LEME DA SILVA SOROCABA ME,-23.496389,-47.494694,2020,,SOROCABA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.19253338
00532253000106,JOAO LEME DA SILVA SOROCABA ME,-23.496389,-47.494694,2021,,SOROCABA,SP,2.H.2,Food and beverages industry,,Tier 2 Emission Factor,"Cakes, biscuits and breakfast cereals",,,,0.14520067
